,hospital_name,payer_name,plan_name,code_type,raw_code,description,setting,standard_charge_methodology,additional_payer_notes,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,Notes
828,NYU Langone,medicare,bcbshealthplusmediblueadvantage3889,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1142.22,78.0,,,
829,NYU Langone,hip,hipmedicaid-enhancedcare1098,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2182.13,414.6,1702.06,78.0,,,
830,NYU Langone,bcbs,bcbsoutofstatepos(suitcaselogo)2066,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,,78.0,,,
831,NYU Langone,cigna,cignaopenaccessppo1465,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1142.22,78.0,,,
832,NYU Langone,magnacare,cement&concreteworkersdistcouncil1676,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
833,NYU Langone,metroplus,metroplusgoldcare23729,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,3982.81,78.0,,,
834,NYU Langone,hip,hipsmartstart1267,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,25607.01,78.0,,,
835,NYU Langone,hip,emblemselectcare(cohort2hcp)3372,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,68004.72,73.0,,,
836,NYU Langone,medicare,bcbsmedibluemedicarehmo1191,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1142.22,78.0,,,
837,NYU Langone,medicare,aarpmedicarecompletemosaic2009,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
838,NYU Langone,cigna,tuftshealthplan3661,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,1702.06,78.0,,,
839,NYU Langone,medicare,metroplusmedicare1401,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,3982.81,78.0,,,
840,NYU Langone,medicaid,partnershealthplanmedicaid3366,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,68004.72,73.0,,,
841,NYU Langone,metroplus,metroplusessentialplan42052,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,1464.39,278.23,1142.22,78.0,,,
842,NYU Langone,hip,hipvipmedicareprime1099,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
843,NYU Langone,uhc,unitedhealthcarechoicenslij1773,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,68004.72,73.0,,,
844,NYU Langone,bcbs,bcbsepo1181,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,1702.06,78.0,,,
845,NYU Langone,medicare,umrwtchealthprogram2787,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",5106.17,970.17,3982.81,78.0,,,
846,NYU Langone,somos,hipmcdenhanced-essential1&200-250(somos)3796,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,68004.72,73.0,,,
847,NYU Langone,cigna,cignaevernorthbehavioralhealth1490,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,,78.0,,,
848,NYU Langone,aetna,geha1067,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,2182.13,414.6,1702.06,78.0,,,
849,NYU Langone,medicare,beaconmedicaremanagedcare(hbonly)1759,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,3982.81,78.0,,,
850,NYU Langone,hip,hipaccessi1265,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,1702.06,78.0,,,
851,NYU Langone,hip,hiphmo(healthcarepartners)1363,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,5106.17,970.17,3982.81,78.0,,,
852,NYU Langone,uhc,unitedhealthcarechoice(paramountemployees)3665,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,,78.0,,,
853,NYU Langone,uhc,unitedhealthcarepos1159,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,1142.22,78.0,,,
854,NYU Langone,hip,emblemselectcarebronzesg3857,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
855,NYU Langone,oxford,oxfordhealthplansliberty1135,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,25607.01,78.0,,,
856,NYU Langone,ghi,ghiemblemhealthppo1273,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,,78.0,,,
857,NYU Langone,metroplus,metroplusmedplusplanexchange1624,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,32829.5,6237.61,25607.01,78.0,,,
858,NYU Langone,somos,hipmcdenhanced-essential1&200-250(somos)3796,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,68004.72,73.0,,,
859,NYU Langone,medicare,bcbsmediblueselecthmo/extrahmo3730,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,,78.0,,,
860,NYU Langone,medicare,aarpmedicarecompletemosaic2009,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1142.22,78.0,,,
861,NYU Langone,medicare,wellcarebyfideliscaremedicare1061,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,3982.81,78.0,,,
862,NYU Langone,magnacare,nationalhealthplan1572,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",,,,78.0,,,
863,NYU Langone,medicare,vnsmedicareadvspecialneeds(hbonly)1384,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
864,NYU Langone,metroplus,metroplusmcdmanagedcare1117,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,,,68004.72,73.0,,,
865,NYU Langone,medicare,vnsmedicareadvantage1385,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,,78.0,,,
866,NYU Langone,cigna,cignapremierplus1048,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
867,NYU Langone,healthfirst,healthfirstincreasedbenefitsplan1916,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Fixed Rate.,,,68004.72,73.0,,,
868,NYU Langone,medicare,agewellmedicare1630,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,,78.0,,,
869,NYU Langone,uhc,unitedhealthcarestudentresources1405,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,1142.22,78.0,,,
870,NYU Langone,ghi,ghiemblemhealthppo1273,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,2182.13,414.6,1702.06,78.0,,,
871,NYU Langone,medicare,tricareeast1355,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,3982.81,78.0,,,
872,NYU Langone,uhc,unitedhealthcarestudentresources1405,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1142.22,78.0,,,
873,NYU Langone,bcbs,bcbsoutofstatepos(suitcaselogo)2066,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,25607.01,78.0,,,
874,NYU Langone,ghi,ghicbp(hbonly)1438,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,68004.72,73.0,,,
875,NYU Langone,cigna,cignahmo1403,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,1702.06,78.0,,,
876,NYU Langone,hip,emblemselectcareppo 3870,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,25607.01,78.0,,,
877,NYU Langone,bcbs,bcbsindemnity1185,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,68004.72,73.0,,,
878,NYU Langone,aetna,aetnappo1010,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,,78.0,,,
879,NYU Langone,bcbs,bcbsout/stateppo1212,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1142.22,78.0,,,
880,NYU Langone,metroplus,metroplusbronzeplusplanexchange1625,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,2182.13,414.6,1702.06,78.0,,,
881,NYU Langone,ghi,iuoelocal14-14b1637,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,25607.01,78.0,,,
882,NYU Langone,hip,emblemselectcaregoldsg3860,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,5106.17,970.17,3982.81,78.0,,,
883,NYU Langone,medicare,aarpmedicarecomplete1632,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1702.06,78.0,,,
884,NYU Langone,hip,emblemprimegold3315,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,25607.01,78.0,,,
885,NYU Langone,aetna,coresource1642,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,68004.72,73.0,,,
886,NYU Langone,hip,emblemselectcare(healthcarepartners)3024,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,2182.13,414.6,,,,,
887,NYU Langone,medicaid,vnsnychoiceselecthealth3023,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225% of NYS APG. Lesser of 100% of billed charges applies.,,,6737.68,,,,
888,NYU Langone,aetna,healthscope3250,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2308.97,,,,
889,NYU Langone,bcbs,bluecrossblueshieldpriorityepo(smallgroup)3748,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,4431.98,13.5,,,
890,NYU Langone,centerlight,centerlightdirect1788,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,102% of Medicare OPPS.,,,24492.44,,,,
891,NYU Langone,aetna,nipponlife-aetna1394,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,6737.68,,,,
892,NYU Langone,hip,hipmontefiore1214,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,2308.97,,,,
893,NYU Langone,bcbs,bcbsfederalprogram1182,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,2308.97,,,,
894,NYU Langone,ghi,ghimedicaresupplement1070,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,4431.98,13.5,,,
895,NYU Langone,cigna,greatwesthmo1282,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,,,,,
896,NYU Langone,healthfirst,healthfirstcompletecare1920,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
897,NYU Langone,cigna,consolidatedhealthplan(hbonly)1367,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,326.6,,,,
898,NYU Langone,hip,emblemselectcaresilverexchange1610,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
899,NYU Langone,somos,bcbshealthplussomosessentialplan1&200-2503786,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,17412.69,73.0,,,
900,NYU Langone,bcbs,bcbshealthynewyork1183,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,13788.39,42.0,,,
901,NYU Langone,hip,hipvipmedicarereserve3855,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,24149.58,,,,
902,NYU Langone,healthfirst,healthfirstessentialplan11782,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,1464.39,278.23,1037.64,,,,
903,NYU Langone,bcbs,bcbsppo/epo(smallgroup)3749,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,326.6,,,,
904,NYU Langone,aetna,chesterfieldresourcesinc1641,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,10076.87,,,,
905,NYU Langone,medicare,wtc-fdny1489,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1040.48,,,,
906,NYU Langone,aetna,aetnasignatureadministratorsppo1417,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,2182.13,414.6,,,,,
907,NYU Langone,bcbs,bcbsoutofstateepo(suitcaselogo)2063,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
908,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo1694,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,17412.69,73.0,,,
909,NYU Langone,medicare,uhcmedicarecompletechoiceregionalppo2006,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1069.0,73.0,,,
910,NYU Langone,uhc,unitedhealthcarehmo1156,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,,,,,
911,NYU Langone,bcbs,bcbsblueaccesshmosmallgroup3706,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,17412.69,73.0,,,
912,NYU Langone,hip,emblemselectcaresilversg3861,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,2182.13,414.6,2102.05,,,,
913,NYU Langone,medicare,wtchealthprogram-umdny/rutgers1488,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2102.05,,,,
914,NYU Langone,hip,ghihmo1071,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,13788.39,42.0,,,
915,NYU Langone,aetna,aetnameritainhealth1444,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",32829.5,6237.61,,,,,
916,NYU Langone,bcbs,bcbsoutofstateppo(nosuitcaselogo)2072,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,10076.87,,,,
917,NYU Langone,medicare,riverspringmedicarehmosnp3900,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,17412.69,73.0,,,
918,NYU Langone,ghi,ghicbp(hbonly)1332,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,2182.13,414.6,2102.05,,,,
919,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo1694,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,2102.05,,,,
920,NYU Langone,ghi,iuoelocal14-14b1637,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,1464.39,278.23,2075.27,,,,
921,NYU Langone,bcbs,bcbsblueaccessgeposmallgroup3705,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1200.0,,,,
922,NYU Langone,bcbs,hoteltradescouncil1682,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,1200.0,,,,
923,NYU Langone,cigna,consolidatedhealthplan(hbonly)1367,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",32829.5,6237.61,,,,,
924,NYU Langone,fidelis,fidelisessentialplan22015,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,,,6600.0,,,,
925,NYU Langone,hip,emblemselectcareepo3888,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,4705.0,,,,
926,NYU Langone,hip,emblemessential(cohort2hcp)3373,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,35410.93,,,,
927,NYU Langone,hip,vytrahmo3862,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",1464.39,278.23,1092.5,,,,
928,NYU Langone,healthfirst,healthfirstabsolutecarefida1921,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,5106.17,970.17,,,,,
929,NYU Langone,medicaid,partnershealthplanmedicaid3366,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1040.48,,,,
930,NYU Langone,hip,hipepo1264,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,,,,,
931,NYU Langone,aetna,starmark1643,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,32829.5,6237.61,,,,,
932,NYU Langone,healthfirst,healthfirstessentialplan31784,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,1464.39,278.23,1317.95,90.0,,,
933,NYU Langone,hip,emblemhealthbridge3765,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,29546.55,90.0,,,
934,NYU Langone,healthfirst,healthfirstsilverleafexchange1802,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,,,83841.44,90.0,,,
935,NYU Langone,bcbs,bcbsoutofstatehmo(suitcaselogo)2064,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,,,,,
936,NYU Langone,uhc,unitedhealthcareppo1160,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,,,,,
937,NYU Langone,bcbs,bcbsoutofstatepos(suitcaselogo)2066,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1092.5,,,,
938,NYU Langone,uhc,unitedhealthcarechoice1291,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,,,,,
939,NYU Langone,bcbs,local32bj1301,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,,,,,
940,NYU Langone,bcbs,unicare1305,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1069.0,73.0,,,
941,NYU Langone,hip,emblemselectcarehmo3858,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2102.05,,,,
942,NYU Langone,ghi,wlny-tvinc1636,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,13788.39,42.0,,,
943,NYU Langone,medicare,wtchealthprogram-nyu1482,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,24149.58,,,,
944,NYU Langone,medicare,worldtradecenter-logistichealthincorporated3105,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,7892.93,,,,
945,NYU Langone,bcbs,bcbsblueaccessepolargegroup(nyulilocal1199)3842,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,5106.17,970.17,2404.74,,,,
946,NYU Langone,hip,hipppo3865,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,,,,,
947,NYU Langone,bcbs,local32bj1301,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,7334.0,,,,
948,NYU Langone,medicare,aetnamedicaremanagedcare1007,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,2462.21,7.5,,,
949,NYU Langone,ghi,ghi/valueoptionsbehavorialmgmt-bmp1315,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,5170.65,15.75,,,
950,NYU Langone,bcbs,bcbsppo1189,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,2404.74,,,,
951,NYU Langone,hip,emblemselectcareppo 3870,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,,7892.93,,,,
952,NYU Langone,aetna,nipponlife-aetna1394,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,34416.84,,,,
953,NYU Langone,somos,bcbshealthplussomosnymedicaid3834,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,7892.93,,,,
954,NYU Langone,cigna,cignagreatwestppo1442,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,7892.93,,,,
955,NYU Langone,hip,emblemhealthbridge3765,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,34416.84,,,,
956,NYU Langone,medicare,bcbsmedibluemedicareppo1381,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,2404.74,,,,
957,NYU Langone,cigna,cignaindemnity1045,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,7892.93,,,,
958,NYU Langone,ghi,ghi-bmp1316,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,1464.39,278.23,7892.93,,,,
959,NYU Langone,medicare,uhcaarpmedicarecompleteessential2007,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,2404.74,,,,
960,NYU Langone,metroplus,metroplusgoldplusplanexchange1627,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,,,34416.84,,,,
961,NYU Langone,healthplus,bcbshealthplusessentialplan22011,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,1464.39,278.23,,,,,
962,NYU Langone,bcbs,bcbspos1188,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,,,,,
